종목,시세,등락률,시가총액,거래량
현대건설우,"55,000",0.55,580,"4,043"
태양금속,"1,570",-3.68,576,"236,814"
TIMEFOLIO Kstock액티브,"8,220",-0.72,575,"4,300"
성안,991,-0.60,575,"955,755"
TIGER KEDI혁신기업ESG30,"9,685",-0.82,571,"37,589"
KBSTAR 중기우량회사채,"103,990",0.09,570,964
TIGER 차이나바이오테크SOLACTIVE,"7,560",-1.95,569,"34,857"
DL우,"33,650",-1.17,567,"2,329"
롯데칠성우,"73,000",0.27,566,217
MH에탄올,"7,650",-2.55,564,"43,896"
TIGER 미국필라델피아반도체레버리지(합성),"9,135",2.30,564,"144,542"
TIGER 인버스,"5,350",0.85,562,"1,291,030"
KODEX 미국달러선물레버리지,"12,195",1.20,561,"153,085"
HANARO 글로벌럭셔리S&P(합성),"18,545",-0.30,558,"5,279"
KODEX 차이나H레버리지(H),"2,180",-3.33,558,"821,703"
부국증권우,"18,490",0.11,555,631
KODEX 건설,"2,980",-1.65,551,"69,845"
삼성 코스피 풋매도 ETN,"10,830",0.00,542,-
대신 인버스 천연가스 선물 ETN(H),"6,760",-6.57,541,"7,191"
한국전자홀딩스,"1,154",-0.86,540,"189,079"
선도전기,"3,000",0.00,540,-
키움 미국달러선물 ETN,"10,765",0.00,538,-
KODEX 코스피TR,"11,700",-0.47,538,922
삼성 블룸버그 인버스 2X WTI원유 선물 ETN,"21,270",-4.23,532,"25,901"
ACE KRX금현물,"10,945",0.23,525,"23,249"
원림,"22,800",-0.65,524,"2,695"
KODEX WTI원유선물인버스(H),"5,010",-2.43,524,"302,993"
KBSTAR 대형고배당10TR,"14,505",-0.99,522,292
TIGER 유로스탁스50(합성 H),"14,865",0.51,520,"3,954"
HANARO 32-10 국고채액티브,"51,940",0.50,519,480
DL이앤씨2우(전환),"24,500",-3.35,517,"3,433"
씨아이테크,"1,115",0.00,517,"433,861"
평화홀딩스,"3,520",-2.36,515,"47,460"
SJM홀딩스,"3,440",-2.27,514,"169,314"
우진아이엔에스,"6,680",-1.33,509,"12,516"
진양화학,"3,210",-1.83,507,"20,920"
미래에셋 레버리지 코스닥150 선물 ETN,"25,345",-1.23,507,"31,936"
TIGER 미국S&P500배당귀족,"10,200",0.25,505,"26,033"
코오롱모빌리티그룹우,"20,400",-4.67,501,"137,513"
ARIRANG ESG가치주액티브,"7,720",-0.71,498,134
KB 인버스 천연가스 선물 ETN,"11,030",-6.25,496,"16,836"
KR모터스,516,0.78,496,"100,335"
키움 코스피 200 ETN,"9,910",0.00,496,-
TIGER 코스닥150 레버리지,"8,915",-1.60,490,"79,268"
KODEX 미국S&P500배당귀족커버드콜(합성 H),"9,325",0.00,485,"3,478"
TIGER 글로벌BBIG액티브,"9,760",0.10,483,"1,087"
에쓰씨엔지니어링,"1,546",-1.59,483,"148,101"
미래에셋 인버스 2X 원유선물혼합 ETN(H),"19,320",-4.33,483,"2,098"
미래에셋 레버리지 코스피200 선물 ETN,"23,915",-1.89,478,"39,961"
영화금속,891,-1.00,476,"116,418"
KODEX 차이나H,"16,260",-1.54,472,"12,611"
주연테크,795,-3.75,471,"399,510"
TIGER 글로벌클라우드컴퓨팅INDXX,"8,325",-0.72,470,"3,059"
KOSEF 통안채1년,"101,890",0.06,469,1
QV 코스닥 150 ETN,"11,710",-0.04,468,3
KODEX 유럽탄소배출권선물ICE(H),"14,640",0.07,467,"20,737"
동일제강,"2,300",-3.36,467,"182,172"
동원금속,997,-0.40,466,"232,520"
DL이앤씨우,"22,050",-1.56,466,"11,938"
KODEX 200미국채혼합,"11,885",0.17,466,"21,383"
초록뱀헬스케어,550,-0.90,466,"182,705"
이화산업,"16,610",-1.01,465,"1,027"
에넥스,775,-3.61,465,"432,593"
호텔신라우,"61,500",-0.81,462,943
다이나믹디자인,"3,300",-2.65,460,"668,229"
에셋플러스 글로벌플랫폼액티브,"6,105",-0.16,458,"30,667"
ACE 단기채권알파액티브,"101,735",0.03,456,102
바다로19호,"2,985",0.00,454,"24,247"
센트럴인사이트,"2,490",0.00,452,-
윌비스,667,-2.06,448,"192,690"
KODEX 아시아달러채권SRI플러스액티브,"49,285",0.15,447,10
진양폴리,"4,465",-2.08,447,"22,112"
SHD,"36,700",0.14,446,"9,146"
QV 레버리지 S&P500 ETN,"22,250",-0.27,445,"1,002"
KODEX 철강,"8,810",-2.38,438,"139,998"
HANARO Fn K-뉴딜디지털플러스,"8,635",-0.75,436,729
TIGER KRX인터넷K-뉴딜,"4,765",-2.06,434,"104,632"
형지엘리트,"1,388",-0.86,432,"40,698"
참엔지니어링,730,-1.22,430,"80,458"
WISCOM,"2,785",0.00,427,"8,338"
TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,"21,300",-4.44,426,"8,303"
동원수산,"9,100",-1.73,423,"27,314"
케이탑리츠,880,-0.11,423,"53,765"
세우글로벌,"1,470",-1.14,422,"189,084"
KODEX 미국달러선물인버스2X,"7,005",-0.99,422,"272,224"
SOL KIS단기통안채,"102,750",0.08,421,3
유화증권우,"2,405",0.00,420,-
SUN&L,"3,325",3.74,419,"1,972"
ACE 인도네시아MSCI(합성),"10,450",-0.05,418,"5,969"
TIGER 퓨처모빌리티액티브,"9,680",-0.82,416,"9,698"
SOL 미국S&P500,"10,900",0.60,414,"22,579"
삼성 미국 대형 성장주 ETN,"20,575",0.19,412,"1,597"
TRUE 코스피 200 ETN,"8,210",0.74,411,2
TIGER 레버리지,"14,550",-1.59,407,"40,060"
동양고속,"14,070",-0.42,407,852
삼성 코스피 200 ETN,"8,145",-1.03,407,"25,143"
KODEX 증권,"6,445",0.23,406,"30,242"
한국주강,"3,580",2.29,405,"75,941"
신풍,"1,154",0.00,403,"55,859"
세기상사,"7,590",-0.52,402,"5,963"
미래에셋 원자재 선물 ETN(H),"13,390",-0.07,402,171
TIGER 미국나스닥바이오,"19,840",-0.30,401,"3,659"
부산주공,543,-1.81,396,"458,453"
SK디스커버리우,"29,100",-2.35,395,"2,023"
키움 코스닥 150 ETN,"9,875",0.00,395,-
비비안,"1,323",-1.34,394,"84,785"
대교우B,"2,020",0.00,392,"22,243"
삼성 미국 대형 가치주 ETN,"19,555",0.00,391,-
TRUE 레버리지 천연가스 선물 ETN(H),"1,115",13.78,390,"3,906,014"
삼성 코스닥 150 ETN,"7,780",-0.58,389,"129,310"
TRUE 코스피 양매도 3% OTM ETN,"7,720",0.00,386,-
KBSTAR 국채선물10년,"50,475",0.22,386,"1,015"
경인전자,"24,400",-0.20,383,"2,853"
두산퓨얼셀2우B,"12,820",0.00,383,"2,266"
KODEX 바이오,"7,575",-1.62,382,"204,772"
TIGER 테슬라채권혼합Fn,"10,445",0.00,381,"89,422"
TRUE 블룸버그 레버리지 천연가스 선물 ETN,"1,905",14.07,381,"867,813"
KBSTAR 게임테마,"11,510",-1.29,380,"3,099"
TBH글로벌,"1,790",-1.16,373,"40,679"
이스타코,871,0.35,373,"112,111"
KODEX 차이나심천ChiNext(합성),"10,835",-1.05,373,"26,450"
태원물산,"4,865",-0.21,370,"22,305"
TIGER 차이나클린에너지SOLACTIVE,"8,770",-1.07,368,"8,198"
ACE 삼성그룹섹터가중,"15,180",-0.56,364,"28,193"
삼성 미국 대형 성장주 ETN(H),"18,195",0.00,364,-
한성기업,"5,810",-0.68,361,"26,685"
진도,"2,895",3.58,360,"83,381"
삼성 레버리지 China A50 선물 ETN(H),"35,830",-3.28,358,241
신한 구리 선물 ETN(H),"17,885",-1.89,358,"2,076"
KODEX 200ESG,"11,910",-0.83,357,599
KB 레버리지 S&P 500 선물 ETN(H),"8,925",-0.06,357,53
KOSEF 국고채3년,"108,060",0.23,357,"1,020"
KODEX 미국배당프리미엄액티브,"9,900",0.46,356,"213,094"
SOL 200 Top10,"8,210",-0.55,353,23
TIGER 미국S&P500TR(H),"9,880",-0.05,351,"30,542"
신한 인버스 2X 코스닥 150 선물 ETN,"13,975",1.34,349,"9,427"
신한 레버리지 금 선물 ETN,"17,405",0.49,348,68
BYC우,"161,000",2.55,347,139
삼성 미국 대형 가치주 ETN(H),"17,320",0.00,346,13
미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"11,545",0.22,346,112
하나 레버리지 콩 선물 ETN(H),"34,580",0.00,346,-
삼화전자,"2,855",-1.72,346,"24,785"
삼성 인버스 2X 나스닥 100 ETN(H),"6,910",0.22,346,"182,019"
세방우,"9,300",0.54,343,"18,168"
대신 인버스 2X 알루미늄 선물 ETN(H),"34,050",1.26,341,33
KOSEF 미국달러선물,"13,925",0.40,340,"3,194"
신한 레버리지 S&P500 선물 ETN,"16,880",0.36,338,261
성문전자,"1,728",-0.52,337,"28,629"
한솔PNS,"1,641",0.18,336,"59,099"
대한항공우,"30,100",0.17,334,"2,061"
KODEX IT,"16,705",-0.60,334,"1,186"
유안타증권우,"2,585",-0.77,334,"8,862"
롯데지주우,"41,150",-0.48,332,513
TIGER 리츠부동산인프라채권TR KIS,"4,970",0.91,331,"2,152"
QV 블룸버그 -2X 천연가스 선물 ETN(H),"65,795",-12.99,329,808
KODEX K-미래차액티브,"9,135",-0.92,329,"12,306"
QV S&P500 버퍼10% 9월 ETN,"10,900",0.00,327,-
KOSEF 릭소글로벌퓨처모빌리티MSCI,"9,595",0.47,326,923
QV 코스피 200 ETN,"32,530",-0.88,325,4
TIGER 미국나스닥100커버드콜(합성),"9,530",0.58,324,"95,787"
미래에셋 중국 심천 100 ETN,"16,190",0.00,324,-
미래에셋 인버스 2X 코스피200 선물 ETN,"16,050",1.78,321,"165,314"
삼성 레버리지 은 선물 ETN(H),"10,655",-3.09,320,"19,042"
삼성 China A50 선물 ETN(H),"15,940",-0.93,319,1
제이준코스메틱,"8,200",-4.21,316,"44,672"
삼성 레버리지 나스닥 100 ETN(H),"7,890",0.13,316,"56,235"
SOL 미국S&P500ESG,"10,170",0.64,315,"1,649"
삼성 블룸버그 레버리지 WTI원유 선물 ETN,"12,510",5.84,313,"51,747"
TIGER 원유선물Enhanced(H),"4,185",2.45,312,"98,139"
신한 레버리지 다우존스지수 선물 ETN(H),"31,145",-0.13,311,684
HANARO Fn전기&수소차,"8,385",-0.95,310,"6,330"
KODEX 200IT TR,"11,410",-1.17,308,661
KBSTAR 200선물인버스2X,"2,895",1.58,307,"133,610"
TIGER 미국달러선물인버스2X,"6,970",-1.13,307,"4,166"
대신343 K200,"32,265",-0.77,307,10
HANARO 200선물레버리지,"16,520",-1.81,306,117
체시스,955,-1.75,306,"230,235"
TIGER 미국나스닥100TR(H),"10,185",-0.24,306,"29,075"
TIGER 탄소효율그린뉴딜,"7,940",-1.00,302,"3,092"
TIGER 미국나스닥100레버리지(합성),"7,955",0.57,298,"108,311"
KODEX 미국달러선물인버스,"8,740",-0.51,298,"21,948"
KBSTAR 중장기국공채액티브,"100,000",0.38,298,108
한화투자증권우,"6,200",-1.12,298,"8,529"
TIGER AI코리아그로스액티브,"11,435",-0.65,297,"1,296"
미래에셋 레버리지 옥수수 선물 ETN,"29,590",-3.93,296,34
메리츠 3X 레버리지 국채30년 ETN,"49,215",3.07,295,"26,255"
TIGER S&P글로벌헬스케어(합성),"19,410",0.34,295,"8,165"
KBSTAR 내수주플러스,"8,090",-0.68,291,356
KODEX 미디어&엔터테인먼트,"13,845",-1.88,291,"24,629"
KODEX 헬스케어,"11,165",-0.80,290,"25,063"
미래에셋 에너지화학 Core5 ETN,"14,445",0.00,289,-
TIGER 골드선물(H),"12,815",-0.39,288,"6,825"
ACE 미국친환경그린테마INDXX,"10,265",-0.19,287,860
TIGER 삼성그룹펀더멘털,"10,875",-0.87,287,"1,971"
신한 콩 선물 ETN(H),"14,310",0.00,286,-
삼성 레버리지 금 선물 ETN(H),"28,565",-0.66,286,"20,653"
KODEX KRX300,"14,955",-1.09,284,"4,853"
KB 레버리지 나스닥 100 ETN,"9,430",0.37,283,"20,580"
ARIRANG 미국장기우량회사채,"85,690",0.25,283,"1,059"
ACE 200TR,"20,150",-0.93,282,787
KODEX KRX기후변화솔루션,"10,060",-0.64,282,7
ACE 글로벌반도체TOP4 Plus SOLACTIVE,"11,430",2.37,280,"66,572"
미래에셋 인버스 2X 코스닥150 선물 ETN,"13,985",1.82,280,"745,849"
TIGER 200IT레버리지,"36,040",-2.22,279,"3,286"
하나 레버리지 옥수수 선물 ETN(H),"27,860",0.00,279,-
KODEX 고배당,"9,585",-0.57,278,"2,609"
녹십자홀딩스2우,"32,850",-0.45,278,587
KODEX K-로봇액티브,"11,785",-1.05,277,"109,084"
KODEX 아시아반도체공급망exChina액티브,"10,250",0.54,277,"354,292"
ACE 국고채3년,"102,345",0.06,276,10
신한 레버리지 미국달러 선물 ETN,"13,730",0.99,275,440
신한 금 선물 ETN(H),"13,670",-0.29,273,"2,052"
KBSTAR 국채선물3년,"51,175",0.30,272,4
TRUE 인버스 2X 베트남 VN30 선물 ETN(H),"27,160",0.80,272,"33,631"
KODEX 미국S&P500에너지(합성),"12,920",1.81,269,"10,495"
ARIRANG 미국나스닥테크,"20,700",1.74,269,"2,142"
미래에셋 원유선물혼합 ETN(H),"26,760",1.90,268,13
SOL 국고채10년,"102,810",0.43,267,"1,930"
모두투어리츠,"3,405",0.15,267,"4,786"
삼성 KRX 금현물 ETN,"13,315",-0.34,266,"1,921"
금호전기,963,-4.18,265,"258,119"
TIGER Fn신재생에너지,"9,415",0.27,264,"15,019"
TIGER 200TR,"17,570",-0.93,264,532
HANARO 코스닥150,"11,190",-0.84,262,"3,765"
TIGER KRX기후변화솔루션,"10,070",-0.35,262,"3,305"
SOL 글로벌탄소배출권선물IHS(합성),"13,005",0.66,260,"9,895"
TIGER 국고채30년스트립액티브,"47,645",1.61,259,"241,926"
KBSTAR 국채선물10년인버스,"53,625",-0.46,258,39
TIGER MKF배당귀족,"11,175",-0.45,257,"6,476"
KODEX 탄소효율그린뉴딜,"8,005",-0.93,256,756
대신 레버리지 코스닥 150 선물 ETN,"25,610",-0.21,256,2
TIGER 200 헬스케어,"15,770",-0.06,255,"15,986"
신한 브렌트원유 선물 ETN(H),"12,755",2.33,255,6
QV 인버스 미국 IT TOP5 ETN(H),"12,735",0.99,255,70
TRUE 레버리지 코스닥 150 선물 ETN,"25,260",-2.38,253,"15,952"
하나 레버리지 코스닥150 선물 ETN,"25,255",-1.75,253,"11,910"
삼성 레버리지 코스닥150 선물 ETN,"25,240",-1.89,252,"262,585"
KODEX S&P글로벌인프라(합성),"14,045",0.61,252,"14,025"
메리츠 미국채10년 ETN(H),"8,380",0.48,251,"5,960"
신한 S&P500 VIX S/T 선물 ETN C,"5,010",-1.57,251,"65,234"
TIGER 차이나CSI300인버스(합성),"8,080",1.51,250,"1,766"
TRUE 블룸버그 레버리지 WTI원유 선물 ETN,"12,500",5.57,250,"26,499"
메리츠 레버리지 대표 농산물 선물 ETN(H),"24,980",-1.79,250,32
TIGER 농산물선물Enhanced(H),"7,795",-0.06,249,"11,637"
ACE 친환경자동차밸류체인액티브,"9,960",0.20,249,"4,565"
TIGER 구리실물,"10,580",-0.52,249,"10,433"
ARIRANG 미국단기우량회사채,"106,315",-0.41,245,31
KB 천연가스 선물 ETN(H),"8,125",6.49,244,"197,967"
KODEX 미국러셀2000(H),"12,150",0.29,243,308
신한 레버리지 코스피 200 선물 ETN,"24,195",0.73,242,2
삼성 레버리지 코스피200 선물 ETN,"23,960",-1.80,240,"53,764"
솔루스첨단소재2우B,"12,650",-2.17,239,"4,915"
ACE ESG액티브,"7,240",-0.89,239,413
하이트론,"2,470",0.00,237,-
미래에셋 인버스 코스피200 선물 ETN,"11,810",0.94,236,69
신한 인버스 코스피 200 선물 ETN,"11,810",1.03,236,11
KBSTAR 국고채3년,"108,435",0.12,235,"1,898"
KODEX 코스피대형주,"11,755",-0.68,235,372
TIGER 인도니프티50레버리지(합성),"23,465",0.62,235,"1,758"
TIGER 원유선물인버스(H),"3,430",-2.28,233,"261,072"
신한 옥수수 선물 ETN(H),"11,640",-2.31,233,78
HANARO 단기채권액티브,"102,330",0.01,232,"295,690"
KBSTAR 비메모리반도체액티브,"7,920",-0.88,231,"73,838"
신한 은 선물 ETN(H),"11,520",-1.58,230,157
TIGER KRX게임K-뉴딜,"6,370",-2.60,226,"113,916"
미래에셋 인버스 2X 은 선물 ETN,"22,510",2.50,225,105
TRUE 인버스 2X 은 선물 ETN,"22,420",3.60,224,781
KODEX 에너지화학,"15,950",-0.65,223,"5,851"
대덕전자1우,"10,630",-0.75,223,"3,887"
하나 Solactive 2X US Tech Top 10 ETN(H),"22,230",0.00,222,-
KODEX 미국채10년선물,"11,090",0.68,222,"11,917"
미래에셋 인버스 코스닥150 선물 ETN,"11,090",1.28,222,48
코리아써우,"7,470",-3.74,221,"71,413"
ARIRANG K방산Fn,"10,275",0.39,221,"68,379"
신한 인버스 코스닥 150 선물 ETN,"11,040",0.55,221,56
메리츠 레버리지 인플레이션 국채 ETN,"10,985",0.00,220,-
코아스,710,-0.28,219,"55,016"
KODEX TRF5050,"12,150",0.12,219,122
WOORI 대한민국국고채액티브,"50,495",0.42,217,100
삼성 코스피 풋매도 4% OTM ETN,"10,855",0.00,217,-
대상우,"15,800",-0.13,216,"2,072"
메리츠 레버리지 국채30년 ETN,"5,400",2.27,216,"39,387"
TIGER 글로벌멀티에셋TIF액티브,"9,585",0.89,216,"6,202"
TRUE 인버스 2X 금 선물 ETN,"21,535",0.00,215,-
TRUE 레버리지 금 선물 ETN,"21,465",0.00,215,-
메리츠 인플레이션 국채 ETN,"10,715",0.56,214,5
HANARO Fn K-POP&미디어,"8,905",-1.55,214,"7,049"
하나 Solactive US Tech Top 10 ETN(H),"10,655",0.00,213,-
KB S&P 인버스 2X WTI원유 선물 ETN,"21,275",-4.49,213,"16,145"
신한 블룸버그 인버스 2X WTI원유 선물 ETN,"21,255",-4.45,213,"149,293"
KODEX TRF7030,"13,275",0.72,212,"1,751"
QV 블룸버그 -2X WTI원유선물 ETN,"21,210",-3.98,212,197
하나 S&P 인버스 2X WTI원유 선물 ETN,"21,170",-4.10,212,"2,710"
코오롱글로벌우,"28,500",-1.38,211,"12,733"
TIGER 차이나반도체FACTSET,"6,590",-0.53,211,"1,978"
신한 인버스 2X 다우존스지수 선물 ETN(H),"2,105",0.00,211,"94,564"
메리츠 인버스 천연가스 선물 ETN(H),"21,015",-6.52,210,"34,928"
KODEX 배당성장채권혼합,"11,660",-0.26,210,736
미래에셋 인버스 천연가스 선물 ETN(H),"20,960",-6.64,210,312
KODEX K-친환경선박액티브,"10,480",-1.04,210,"4,370"
신한 블룸버그 2X 천연가스 선물 ETN(H),"2,090",13.28,209,"1,315,858"
ARIRANG 코스피50,"22,280",-0.91,207,487
TIGER 일본엔선물,"9,380",0.43,206,"40,740"
KBSTAR 글로벌4차산업IT(합성 H),"17,790",0.65,205,348
미래에셋 미디어엔터 Core5 ETN,"10,225",0.00,205,-
삼성중공우,"177,800",0.51,204,868
대신 레버리지 KRX 금현물 ETN,"20,395",0.00,204,-
키움 인버스 미국달러선물 ETN,"10,190",0.00,204,-
TRUE 인버스 2X 구리 선물 ETN,"20,345",4.12,203,"1,826"
KODEX 삼성전자채권혼합Wise,"10,115",-0.34,202,"18,632"
신한 다우존스지수 선물 ETN(H),"20,210",-0.07,202,27
TIGER 코스피고배당,"14,015",-0.43,202,"1,118"
메리츠 블룸버그 인버스 2X WTI선물 ETN(H),"20,170",-4.90,202,"10,436"
KBSTAR 미국S&P원유생산기업(합성 H),"6,040",1.68,199,"40,983"
메리츠 인버스 2X 은 선물 ETN(H),"19,880",2.98,199,706
메리츠 인버스 국채3년 ETN,"9,935",-0.10,199,10
QV 인버스 레버리지 은 선물 ETN(H),"19,810",3.02,198,1
NPC우,"3,700",1.93,195,"91,807"
메리츠 인버스 2X 금 선물 ETN(H),"19,515",0.15,195,200
대신 밀 선물 ETN(H),"9,750",0.10,195,938
신한 K200 USD 선물 바이셀 ETN,"9,660",0.00,193,10
QV iSelect 글로벌 EMP ETN(H),"9,655",-0.21,193,1
신한 레버리지 구리 선물 ETN,"19,225",-3.66,192,271
비케이탑스,904,0.00,192,-
KBSTAR 200선물레버리지,"13,710",-1.76,192,"33,219"
신한 FnGuide 치킨 ETN,"9,570",-1.34,191,"21,172"
QV 레버리지 금 선물 ETN(H),"18,950",0.00,190,-
QV 인버스 레버리지 금 선물 ETN(H),"18,940",0.00,189,-
메리츠 국채10년 ETN,"9,470",0.00,189,-
넥센타이어1우B,"2,885",-0.52,188,924
TIGER 우량가치,"11,345",-0.48,187,"9,458"
메리츠 레버리지 금 선물 ETN(H),"18,685",-0.61,187,57
ACE 러시아MSCI(합성),"10,070",0.00,186,-
삼성 인버스 2X 항셍테크 ETN(H),"9,280",3.80,186,"95,273"
ACE 아시아TOP50S&P,"12,335",-1.40,185,"1,133"
하이트진로2우B,"16,300",-0.91,184,573
TIGER 코스닥150선물인버스,"4,900",0.72,184,"153,286"
메리츠 인버스 2X 구리 선물 ETN(H),"18,345",3.70,183,497
LX하우시스우,"17,700",-2.48,183,"1,591"
하나 인버스 2X 구리 선물 ETN(H),"18,200",4.75,182,3
코오롱우,"16,840",-0.65,181,"2,139"
TRUE 레버리지 플래티넘 선물 ETN,"18,120",-0.85,181,478
TRUE 인버스 2X 플래티넘 선물 ETN,"18,075",1.75,181,79
QV 인버스 레버리지 WTI원유 선물 ETN(H),120,-4.00,180,"358,229"
TIGER 미국나스닥100TR채권혼합Fn,"10,270",0.29,180,"6,282"
미래에셋 Q150 Core5 ETN,"8,975",0.00,180,-
메리츠 미국 인플레이션 국채 ETN(H),"8,845",0.00,177,-
QV 인버스 레버리지 구리 선물 ETN(H),"17,525",0.00,175,-
KODEX 글로벌4차산업로보틱스(합성),"15,910",-0.87,174,"1,644"
KODEX 배당성장,"13,390",-0.81,174,"1,012"
KODEX 코스피100,"24,835",-0.90,174,"4,438"
KODEX 게임산업,"8,655",-1.93,173,"23,388"
TRUE 레버리지 구리 선물 ETN,"17,305",-4.50,173,6
KBSTAR 200선물인버스,"6,155",1.15,172,"2,684"
KODEX 보험,"7,770",1.44,171,"65,248"
일정실업,"14,230",-0.77,171,"1,448"
한진칼우,"31,750",-0.63,170,"18,157"
대신 철광석 선물 ETN(H) B,"17,035",-1.93,170,26
유유제약1우,"7,510",0.13,170,"2,318"
티와이홀딩스우,"13,560",-0.59,170,"26,354"
KB 레버리지 항셍테크 선물 ETN(H) B,"17,000",-6.13,170,213
삼양홀딩스우,"55,500",0.00,169,299
KODEX 필수소비재,"7,615",-0.33,168,279
대한제당우,"2,560",-1.35,166,"82,820"
미래에셋 코스피200 선물 ETN,"8,260",-0.96,165,"48,538"
ARIRANG 미국다우존스고배당주(합성 H),"16,015",-0.50,165,"1,310"
KB 인버스 2X 나스닥 100 ETN,"8,240",0.86,165,"12,408"
TIGER 유로스탁스배당30,"11,755",0.30,165,560
미래에셋 코스닥150 선물 ETN,"8,225",1.29,165,2
KODEX 200롱코스닥150숏선물,"10,265",-0.05,164,"2,114"
신한 코스피 200 ETN,"8,175",0.37,164,3
QV 레버리지 구리 선물 ETN(H),"16,300",0.00,163,-
하나 레버리지 구리 선물 ETN(H),"16,285",0.00,163,-
LX홀딩스1우,"11,110",-0.63,163,"1,048"
미래에셋 S&P 유럽탄소배출권 선물 ETN,"16,120",1.83,161,"5,132"
KODEX 미국나스닥100(H),"10,070",0.00,161,"69,786"
한화우,"33,600",-1.75,161,727
삼성 인버스 2X 코스피200 선물 ETN,"16,075",2.03,161,"121,640"
에이리츠,"3,600",1.27,161,"1,554"
ARIRANG ESG성장주액티브,"7,465",-0.80,160,27
신한 인버스 2X 코스피 200 선물 ETN,"16,040",1.74,160,"7,194"
TIGER KRX2차전지K-뉴딜레버리지,"7,125",0.35,160,"105,185"
메리츠 S&P 유럽탄소배출권 선물 ETN,"15,960",1.08,160,3
KOSEF 미국달러선물레버리지,"11,645",1.04,160,"12,715"
에셋플러스 코리아플랫폼액티브,"6,625",0.08,159,"3,489"
메리츠 인버스 2X 국채30년 ETN,"15,855",-3.56,159,571
ACE 코스닥150,"11,270",-0.75,158,452
마이티 다이나믹퀀트액티브,"10,945",-0.82,158,25
삼성 레버리지 구리 선물 ETN(H),"15,750",-3.96,158,"5,407"
메리츠 S&P 유럽탄소배출권 선물 ETN(H),"15,700",0.22,157,4
KODEX 미국S&P500(H),"9,805",-0.10,157,"22,668"
TRUE S&P 유럽탄소배출권 선물 ETN(H),"15,680",0.93,157,"5,000"
HANARO Fn K-게임,"5,220",-1.51,157,"5,132"
메리츠 레버리지 구리 선물 ETN(H),"15,640",-4.23,156,107
신한 코스닥 150 ETN,"7,790",-0.32,156,2
KODEX MSCI KOREA ESG유니버설,"9,695",-0.97,155,173
신한 인버스 WTI원유 선물 ETN(H),"3,095",-2.37,155,"3,867"
TRUE FTSE100 ETN,"15,465",0.03,155,36
KODEX 200가치저변동,"9,625",-0.72,154,"1,075"
TIGER 200 에너지화학,"15,560",-1.08,152,"19,891"
삼성 인버스 2X 은 선물 ETN(H),"1,520",3.40,152,"74,105"
메리츠 인버스 2X KRX300 선물 ETN,"15,165",1.88,152,32
TIGER MSCI KOREA ESG리더스,"8,695",-0.51,151,"6,600"
TIGER K게임,"9,760",-0.56,151,"4,784"
신한 FnGuide 폐기물처리 ETN,"7,555",-1.18,151,67
TIMEFOLIO 이노베이션액티브,"7,945",-0.63,151,520
KODEX 다우존스미국리츠(H),"12,065",0.04,151,"10,911"
메리츠 미국레버리지 인플레이션국채ETN(H),"7,510",0.67,150,4
FOCUS KRX300,"14,995",-1.38,150,1
TIGER 차이나항셍테크레버리지(합성 H),"8,045",-3.42,150,"360,063"
KODEX 기계장비,"5,735",0.17,149,"7,178"
미래에셋 인버스 미디어엔터 Core5 ETN,"14,575",0.00,146,-
TIGER 단기선진하이일드(합성 H),"12,050",0.46,145,280
KODEX Fn시스템반도체,"7,605",-1.49,144,"34,288"
미래에셋 레버리지 은 선물 ETN,"14,415",0.00,144,-
TIGER 배당성장,"16,530",-0.72,144,"1,020"
KOSEF 미국달러선물인버스2X,"6,155",-0.97,143,"1,807"
ACE 미국다우존스리츠(합성 H),"79,300",0.20,143,15
KBSTAR 차이나HSCEI(H),"7,925",-1.67,143,"22,870"
TIGER 글로벌자원생산기업(합성 H),"15,835",-0.22,143,340
KBSTAR 글로벌클린에너지S&P,"9,495",0.48,142,"16,340"
메리츠 인버스 2X 미국채10년 ETN(H),"14,190",-0.91,142,2
KODEX 3대농산물선물(H),"12,690",-1.01,141,"2,617"
TRUE 레버리지 은 선물 ETN,"14,035",-3.07,140,"1,085"
QV 미국 IT TOP5 ETN(H),"20,040",-1.23,140,662
TRUE 인버스 2X 코스닥 150 선물 ETN,"14,005",1.74,140,"795,869"
하나 인버스 2X 코스닥150 선물 ETN,"13,980",1.56,140,164
메리츠 레버리지 미국채30년 ETN(H),"6,990",2.12,140,"114,316"
KODEX 미국ETF산업Top10 Indxx,"11,175",0.00,140,"2,128"
KBSTAR 채권혼합,"58,165",0.24,140,6
FOCUS ESG리더스,"9,925",-0.70,139,8
ARIRANG 선진국MSCI(합성 H),"10,650",0.42,138,"25,096"
TIGER 200 금융,"6,510",0.23,138,"4,088"
신한 인버스 2X 구리 선물 ETN,"2,755",4.16,138,"37,566"
대신 인버스 2X 코스닥 150 선물 ETN,"13,700",-0.04,137,2
KBSTAR V&S셀렉트밸류채권혼합,"11,395",-0.44,137,768
KODEX 운송,"5,055",0.70,136,"59,897"
KODEX 미국나스닥100선물인버스(H),"12,360",0.32,136,"45,419"
VITA MZ소비액티브,"7,995",-0.93,136,"65,644"
TIGER 미국달러선물레버리지,"12,320",0.98,136,"11,829"
KBSTAR 글로벌메타버스Moorgate,"7,725",-0.77,135,267
