종목,시세,등락률,시가총액(억),거래량(백만)
태양금속,"1,545",-1.59,567,"99,585"
성안,974,-1.72,565,"170,022"
롯데칠성우,"72,900",-0.14,565,289
TIGER KEDI혁신기업ESG30,"9,565",-1.24,564,"40,741"
현대건설우,"53,500",-2.73,564,"3,877"
DL우,"33,050",-1.78,557,460
TIGER 미국필라델피아반도체레버리지(합성),"9,130",-0.05,561,"137,027"
MH에탄올,"7,580",-0.92,559,"18,425"
부국증권우,"18,470",-0.11,554,32
HANARO 글로벌럭셔리S&P(합성),"18,380",-0.89,553,"10,985"
KODEX 차이나H레버리지(H),"2,130",-2.29,550,"696,171"
KODEX 건설,"2,965",-0.5,549,"54,798"
키움 미국달러선물 ETN,"10,825",0,541,-
한국전자홀딩스,"1,156",0.17,541,"117,800"
선도전기,"3,000",0,540,-
대신 S&P 인버스 2X 천연가스 선물 ETN,"53,920",-10.13,539,305
삼성 코스피 풋매도 ETN,"10,780",0,539,-
삼성 블룸버그 인버스 2X WTI원유 선물 ETN,"21,490",1.03,537,"79,291"
KODEX 코스피TR,"11,530",-1.45,530,"10,109"
원림,"23,000",0.88,529,950
ACE KRX금현물,"10,970",0.23,527,"17,239"
HANARO 32-10 국고채액티브,"51,630",-0.6,516,874
KBSTAR 대형고배당10TR,"14,295",-1.45,515,"1,116"
대신 인버스 천연가스 선물 ETN(H),"6,410",-5.18,513,"7,338"
평화홀딩스,"3,505",-0.43,513,"21,794"
DL이앤씨2우(전환),"24,250",-1.02,512,"1,913"
TIGER 유로스탁스50(합성 H),"14,600",-1.78,511,"8,406"
SJM홀딩스,"3,420",-0.58,511,"21,683"
진양화학,"3,230",0.62,510,"4,980"
TIGER 미국S&P500배당귀족,"10,265",0.79,508,"11,604"
미래에셋 레버리지 코스닥150 선물 ETN,"25,350",0.02,507,"32,762"
에쓰씨엔지니어링,"1,617",4.59,505,"423,758"
우진아이엔에스,"6,630",-0.75,505,"1,718"
KODEX WTI원유선물인버스(H),"5,010",0,505,"164,968"
씨아이테크,"1,065",-4.48,494,"238,022"
키움 코스피 200 ETN,"9,850",0,493,-
TIGER 코스닥150 레버리지,"8,945",0.34,492,"61,799"
ARIRANG ESG가치주액티브,"7,630",-1.17,488,339
KODEX 미국S&P500배당귀족커버드콜(합성 H),"9,315",-0.11,484,"8,091"
KR모터스,504,-2.33,485,"121,310"
TIGER 글로벌BBIG액티브,"9,735",-0.26,482,"5,051"
영화금속,901,1.12,481,"94,190"
미래에셋 인버스 2X 원유선물혼합 ETN(H),"19,215",-0.54,480,"14,281"
주연테크,808,1.64,478,"211,130"
KB 인버스 천연가스 선물 ETN,"10,615",-3.76,478,"7,902"
KODEX 차이나H,"16,280",0.12,472,"3,110"
KOSEF 통안채1년,"101,860",-0.03,469,"2,545"
동일제강,"2,300",0,467,"52,192"
TIGER 글로벌클라우드컴퓨팅INDXX,"8,250",-0.9,465,"2,378"
초록뱀헬스케어,549,-0.18,465,"119,303"
KODEX 200미국채혼합,"11,855",-0.25,465,"15,123"
미래에셋 레버리지 코스피200 선물 ETN,"23,230",-2.86,465,"38,877"
이화산업,"16,470",-0.84,461,346
QV 코스닥 150 ETN,"11,505",-1.75,460,2
동원금속,981,-1.6,459,"175,659"
에넥스,764,-1.42,458,"110,531"
DL이앤씨우,"21,650",-1.81,458,"2,556"
호텔신라우,"60,800",-1.14,457,"1,029"
에셋플러스 글로벌플랫폼액티브,"6,095",-0.16,457,"6,565"
바다로19호,"3,000",0.5,456,"14,116"
ACE 단기채권알파액티브,"101,720",-0.01,456,70
센트럴인사이트,"2,490",0,452,-
KODEX 아시아달러채권SRI플러스액티브,"49,675",0.79,450,"6,009"
윌비스,669,0.3,450,"67,062"
코오롱모빌리티그룹우,"18,150",-11.03,446,"148,146"
다이나믹디자인,"3,180",-3.64,443,"345,832"
QV 레버리지 S&P500 ETN,"22,155",-0.43,443,2
KODEX 철강,"8,800",-0.11,437,"82,320"
HANARO Fn K-뉴딜디지털플러스,"8,580",-0.64,433,15
SHD,"35,600",-3,432,"6,747"
진양폴리,"4,315",-3.36,432,"35,940"
TIGER KRX인터넷K-뉴딜,"4,745",-0.42,429,"96,571"
TRUE 레버리지 천연가스 선물 ETN(H),"1,220",9.42,427,"3,132,923"
참엔지니어링,728,-0.27,429,"53,013"
KODEX 유럽탄소배출권선물ICE(H),"14,760",0.82,427,"9,623"
형지엘리트,"1,369",-1.37,427,"35,946"
SOL 미국S&P500,"10,920",0.28,426,"17,629"
TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,"21,235",-0.31,425,"10,707"
TRUE 블룸버그 레버리지 천연가스 선물 ETN,"2,110",10.76,422,"770,420"
WISCOM,"2,755",-1.08,422,"3,623"
SOL KIS단기통안채,"102,765",0.01,421,1
동원수산,"9,030",-0.77,420,"19,914"
SUN&L,"3,325",0,419,"1,648"
케이탑리츠,872,-0.91,419,"52,006"
ACE 인도네시아MSCI(합성),"10,455",0.05,418,"4,070"
세우글로벌,"1,453",-1.16,417,"77,028"
유화증권우,"2,385",-0.83,417,18
KODEX 미국달러선물인버스2X,"6,830",-2.5,416,"406,084"
TIGER 퓨처모빌리티액티브,"9,635",-0.46,414,"2,375"
삼성 미국 대형 성장주 ETN,"20,575",0,412,-
비비안,"1,370",3.55,408,"107,458"
신풍,"1,158",0.35,405,"33,546"
TRUE 코스피 200 ETN,"8,065",-1.77,403,2
삼성 코스피 200 ETN,"8,050",-1.17,403,114
동양고속,"13,870",-1.42,402,"1,271"
KODEX 증권,"6,365",-1.24,401,"16,423"
미래에셋 원자재 선물 ETN(H),"13,360",-0.22,401,"2,647"
세기상사,"7,560",-0.4,400,"4,614"
TIGER 미국나스닥바이오,"19,625",-1.08,396,"3,731"
TIGER 레버리지,"14,080",-3.23,394,"76,351"
키움 코스닥 150 ETN,"9,810",0,392,-
SK디스커버리우,"28,850",-0.86,392,698
삼성 미국 대형 가치주 ETN,"19,555",0,391,-
삼성 코스닥 150 ETN,"7,800",0.26,390,"196,346"
대교우B,"1,997",-1.14,388,"8,875"
부산주공,530,-2.39,387,"549,279"
TRUE 코스피 양매도 3% OTM ETN,"7,715",0,386,-
KBSTAR 국채선물10년,"50,305",-0.34,384,284
한국주강,"3,395",-5.17,384,"51,107"
경인전자,"24,300",-0.41,382,"1,559"
두산퓨얼셀2우B,"12,740",-0.62,380,534
TIGER 테슬라채권혼합Fn,"10,380",-0.62,379,"73,496"
KODEX 바이오,"7,510",-0.86,379,"42,886"
TBH글로벌,"1,802",0.67,376,"32,080"
KODEX 차이나심천ChiNext(합성),"10,845",0.09,373,"7,022"
이스타코,871,0,373,"55,144"
진도,"2,975",2.76,370,"44,868"
TIGER 차이나클린에너지SOLACTIVE,"8,810",0.46,370,"37,988"
KBSTAR 게임테마,"11,165",-3,368,"70,961"
삼성 미국 대형 성장주 ETN(H),"18,195",0,364,-
태원물산,"4,750",-2.36,361,"2,623"
ACE 삼성그룹섹터가중,"15,020",-1.05,360,706
삼성 레버리지 China A50 선물 ETN(H),"35,895",0.18,359,"1,481"
KODEX 미국배당프리미엄액티브,"9,945",0.96,358,"144,721"
한성기업,"5,740",-1.2,356,"11,766"
KOSEF 국고채3년,"107,760",-0.28,356,389
대신 인버스 2X 알루미늄 선물 ETN(H),"35,355",3.83,354,10
삼성 인버스 2X 나스닥 100 ETN(H),"7,060",2.17,353,"244,998"
TIGER 미국S&P500TR(H),"9,805",-0.76,353,"42,361"
KODEX 200ESG,"11,760",-1.26,353,72
KB 레버리지 S&P 500 선물 ETN(H),"8,780",-1.62,351,746
신한 인버스 2X 코스닥 150 선물 ETN,"14,005",0.21,350,"13,263"
SOL 200 Top10,"8,115",-1.16,349,549
BYC우,"161,900",0.56,349,597
미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"11,590",0.39,348,80
신한 구리 선물 ETN(H),"17,350",-2.99,347,53
삼성 미국 대형 가치주 ETN(H),"17,320",0,346,-
하나 레버리지 콩 선물 ETN(H),"34,535",0,345,-
신한 레버리지 금 선물 ETN,"17,250",-0.89,345,184
KOSEF 미국달러선물,"14,105",1.29,344,"16,346"
세방우,"9,310",0.11,343,"7,344"
삼화전자,"2,815",-1.4,341,"66,920"
신한 레버리지 S&P500 선물 ETN,"16,770",-0.65,335,"6,224"
유안타증권우,"2,585",0,334,"3,234"
성문전자,"1,712",-0.93,334,"28,074"
한솔PNS,"1,623",-1.1,333,"38,021"
대한항공우,"29,800",-1,331,"1,316"
미래에셋 인버스 2X 코스피200 선물 ETN,"16,530",2.99,331,"66,673"
KODEX IT,"16,480",-1.35,330,"1,569"
QV S&P500 버퍼10% 9월 ETN,"10,905",0,327,-
KODEX K-미래차액티브,"9,085",-0.55,327,"3,565"
롯데지주우,"40,550",-1.46,327,288
TIGER 리츠부동산인프라채권TR KIS,"4,900",-0.71,326,"2,376"
KOSEF 릭소글로벌퓨처모빌리티MSCI,"9,505",-0.94,323,382
QV 코스피 200 ETN,"32,095",-1.34,321,2
미래에셋 중국 심천 100 ETN,"15,980",-0.53,320,60
삼성 China A50 선물 ETN(H),"15,940",0,319,-
TIGER 미국나스닥100커버드콜(합성),"9,475",0.42,317,"62,244"
삼성 블룸버그 레버리지 WTI원유 선물 ETN,"12,665",1.24,317,"40,111"
TIGER 원유선물Enhanced(H),"4,185",0,316,"88,696"
제이준코스메틱,"8,190",-0.12,315,"21,474"
KBSTAR 200선물인버스2X,"2,985",3.11,310,"278,365"
체시스,964,0.94,308,"249,618"
HANARO Fn전기&수소차,"8,325",-0.72,308,"4,164"
삼성 레버리지 나스닥 100 ETN(H),"7,665",-2.85,307,"38,590"
SOL 미국S&P500ESG,"10,210",0.39,306,"2,957"
신한 레버리지 다우존스지수 선물 ETN(H),"30,600",-1.75,306,"1,002"
KODEX 200IT TR,"11,255",-1.36,304,155
TIGER 미국나스닥100TR(H),"10,070",-1.13,302,"73,456"
대신343 K200,"31,770",-1.53,302,510
TIGER 미국달러선물인버스2X,"6,805",-2.37,299,"12,420"
TIGER 탄소효율그린뉴딜,"7,865",-0.94,299,"1,823"
TIGER 미국나스닥100레버리지(합성),"7,945",-0.13,298,"100,674"
KBSTAR 중장기국공채액티브,"99,790",-0.21,297,12
KODEX 미국달러선물인버스,"8,640",-1.14,297,"57,358"
삼성 레버리지 은 선물 ETN(H),"9,885",-7.23,297,"26,088"
HANARO 200선물레버리지,"16,010",-3.09,296,389
미래에셋 레버리지 옥수수 선물 ETN,"29,590",0,296,-
한화투자증권우,"6,150",-0.81,295,"2,172"
TIGER S&P글로벌헬스케어(합성),"19,405",-0.03,295,"1,815"
TIGER AI코리아그로스액티브,"11,290",-1.27,294,430
QV 블룸버그 -2X 천연가스 선물 ETN(H),"58,590",-10.95,293,"4,278"
TIGER 삼성그룹펀더멘털,"10,795",-0.74,289,"21,117"
메리츠 3X 레버리지 국채30년 ETN,"48,070",-2.33,288,"18,011"
KODEX 미디어&엔터테인먼트,"13,715",-0.94,288,"10,399"
KBSTAR 내수주플러스,"7,995",-1.17,288,4
미래에셋 에너지화학 Core5 ETN,"14,390",0,288,-
신한 콩 선물 ETN(H),"14,370",0,287,-
ACE 미국친환경그린테마INDXX,"10,245",-0.19,287,"1,557"
KODEX K-로봇액티브,"12,175",3.31,286,"216,095"
TIGER 골드선물(H),"12,690",-0.98,286,"41,451"
KODEX 헬스케어,"10,985",-1.61,286,"13,158"
TRUE 인버스 2X 베트남 VN30 선물 ETN(H),"28,365",4.44,284,"4,845"
ARIRANG 미국장기우량회사채,"85,860",0.2,283,243
KODEX KRX300,"14,805",-1,281,92
신한 레버리지 미국달러 선물 ETN,"14,055",2.37,281,"1,265"
KODEX KRX기후변화솔루션,"10,020",-0.4,281,122
삼성 레버리지 금 선물 ETN(H),"27,995",-2,280,"11,468"
미래에셋 인버스 2X 코스닥150 선물 ETN,"13,965",-0.14,279,"1,485,222"
KB 레버리지 나스닥 100 ETN,"9,290",-1.48,279,"1,318"
ACE 글로벌반도체TOP4 Plus SOLACTIVE,"11,365",-0.57,278,"18,960"
ACE 200TR,"19,865",-1.41,278,734
녹십자홀딩스2우,"32,700",-0.46,277,245
KODEX 고배당,"9,520",-0.68,276,"3,164"
ACE 국고채3년,"102,145",-0.2,276,5
TIGER 국고채30년스트립액티브,"47,215",-0.9,276,"63,526"
KODEX 아시아반도체공급망exChina액티브,"10,125",-1.22,273,"299,829"
TIGER 200IT레버리지,"35,100",-2.61,272,"5,891"
KBSTAR 국채선물3년,"51,025",-0.29,271,"1,004"
신한 금 선물 ETN(H),"13,535",-0.99,271,"1,205"
미래에셋 원유선물혼합 ETN(H),"27,060",1.12,271,60
KODEX 미국S&P500에너지(합성),"12,915",-0.04,269,"16,314"
삼성 KRX 금현물 ETN,"13,375",0.45,268,168
ARIRANG 미국나스닥테크,"20,545",-0.75,267,886
SOL 국고채10년,"102,150",-0.64,266,574
SOL 글로벌탄소배출권선물IHS(합성),"13,200",1.5,264,"25,825"
모두투어리츠,"3,360",-1.32,263,"6,980"
TIGER KRX기후변화솔루션,"10,110",0.4,263,"1,839"
TIGER Fn신재생에너지,"9,330",-0.9,261,"12,795"
신한 S&P500 VIX S/T 선물 ETN C,"5,230",4.39,262,"51,903"
KBSTAR 국채선물10년인버스,"54,025",0.75,260,7
TIGER 200TR,"17,330",-1.37,260,992
금호전기,938,-2.6,258,"82,001"
하나 레버리지 옥수수 선물 ETN(H),"25,775",-3.41,258,1
HANARO 코스닥150,"11,185",-0.04,257,36
QV 인버스 미국 IT TOP5 ETN(H),"12,855",0.94,257,50
KB 천연가스 선물 ETN(H),"8,490",4.49,255,"176,058"
신한 브렌트원유 선물 ETN(H),"12,760",0.04,255,20
TRUE 레버리지 코스닥 150 선물 ETN,"25,400",0.55,254,"10,388"
TRUE 블룸버그 레버리지 WTI원유 선물 ETN,"12,690",1.52,254,"23,727"
KODEX S&P글로벌인프라(합성),"14,120",0.53,254,"7,342"
TIGER MKF배당귀족,"11,015",-1.43,253,"9,956"
삼성 레버리지 코스닥150 선물 ETN,"25,320",0.32,253,"328,016"
KODEX 탄소효율그린뉴딜,"7,910",-1.19,253,"5,469"
TIGER 코스피고배당,"13,950",-0.46,251,502
하나 레버리지 코스닥150 선물 ETN,"25,105",-0.59,251,"15,895"
TIGER 200 헬스케어,"15,470",-1.9,251,"9,983"
메리츠 미국채10년 ETN(H),"8,325",-0.66,250,"1,149"
TIGER 차이나CSI300인버스(합성),"8,055",-0.31,250,348
대신 레버리지 코스닥 150 선물 ETN,"24,785",-3.22,248,2
ARIRANG 미국단기우량회사채,"107,720",1.32,248,62
TIGER 농산물선물Enhanced(H),"7,670",-1.6,245,"13,798"
TIGER 구리실물,"10,360",-2.08,243,"4,411"
TRUE 인버스 2X 은 선물 ETN,"24,305",8.41,243,"2,170"
KODEX 미국러셀2000(H),"12,040",-0.91,241,730
메리츠 레버리지 대표 농산물 선물 ETN(H),"24,055",-3.7,241,58
미래에셋 인버스 코스피200 선물 ETN,"11,960",1.27,239,"1,338"
신한 인버스 코스피 200 선물 ETN,"11,950",1.19,239,290
미래에셋 인버스 2X 은 선물 ETN,"23,900",6.18,239,731
KBSTAR 국고채3년,"108,125",-0.29,239,132
하이트론,"2,470",0,237,-
ACE ESG액티브,"7,140",-1.38,236,80
신한 레버리지 코스피 200 선물 ETN,"23,345",-3.51,233,2
TIGER 인도니프티50레버리지(합성),"23,295",-0.72,233,"3,291"
삼성 레버리지 코스피200 선물 ETN,"23,255",-2.94,233,"21,816"
HANARO 단기채권액티브,"102,360",0.03,232,3
KODEX 코스피대형주,"11,610",-1.23,232,367
솔루스첨단소재2우B,"12,210",-3.48,231,"1,713"
신한 블룸버그 2X 천연가스 선물 ETN(H),"2,290",9.57,229,"1,197,114"
KB 블룸버그 레버리지 천연가스선물 ETN(H),"2,295",10.07,230,"781,439"
TIGER 원유선물인버스(H),"3,425",-0.15,229,"65,187"
신한 옥수수 선물 ETN(H),"11,400",-2.06,228,42
KBSTAR 비메모리반도체액티브,"7,780",-1.77,227,"19,484"
대덕전자1우,"10,730",0.94,225,"2,943"
TRUE 인버스 2X 금 선물 ETN,"22,475",3.33,225,"40,169"
신한 인버스 코스닥 150 선물 ETN,"11,200",1.45,224,37
KODEX 미국채10년선물,"11,165",0.68,223,"8,956"
KODEX 에너지화학,"15,920",-0.19,223,"4,167"
신한 은 선물 ETN(H),"11,100",-3.65,222,635
TIGER KRX게임K-뉴딜,"6,250",-1.88,222,"53,137"
메리츠 레버리지 인플레이션 국채 ETN,"11,020",-0.45,220,12
미래에셋 인버스 코스닥150 선물 ETN,"11,000",-0.81,220,162
KODEX TRF5050,"12,145",-0.04,219,875
코리아써우,"7,380",-1.2,219,"15,683"
TRUE 인버스 2X 구리 선물 ETN,"21,705",6.68,217,"1,828"
ARIRANG K방산Fn,"10,085",-1.85,217,"65,625"
WOORI 대한민국국고채액티브,"50,395",-0.2,217,386
TIGER 글로벌멀티에셋TIF액티브,"9,625",0.68,217,"3,081"
삼성 코스피 풋매도 4% OTM ETN,"10,810",0,216,-
하나 Solactive 2X US Tech Top 10 ETN(H),"21,560",-2.8,216,14
코아스,696,-1.97,215,"61,868"
하나 S&P 인버스 2X WTI원유 선물 ETN,"21,500",1.56,215,"2,632"
TRUE 레버리지 금 선물 ETN,"21,450",0,215,-
KB S&P 인버스 2X WTI원유 선물 ETN,"21,445",0.8,214,"6,111"
대상우,"15,640",-1.01,214,336
메리츠 인플레이션 국채 ETN,"10,715",0,214,-
HANARO Fn K-POP&미디어,"8,910",0.06,214,"2,255"
신한 인버스 2X 다우존스지수 선물 ETN(H),"2,140",1.66,214,"114,110"
하나 Solactive US Tech Top 10 ETN(H),"10,655",0,213,-
신한 블룸버그 인버스 2X WTI원유 선물 ETN,"21,300",0.21,213,502
메리츠 레버리지 국채30년 ETN,"5,305",-1.76,212,"37,856"
QV 블룸버그 -2X WTI원유선물 ETN,"21,200",-0.05,212,11
KODEX TRF7030,"13,190",-0.64,211,"8,183"
메리츠 인버스 2X 은 선물 ETN(H),"21,015",5.71,210,645
KODEX 배당성장채권혼합,"11,635",-0.21,209,"1,988"
코오롱글로벌우,"28,100",-1.4,208,"9,344"
TIGER 차이나반도체FACTSET,"6,540",-0.76,209,"15,416"
QV 인버스 레버리지 은 선물 ETN(H),"20,800",5,208,393
KODEX K-친환경선박액티브,"10,395",-0.81,208,"2,476"
TIGER 일본엔선물,"9,385",0.05,206,"32,474"
대신 레버리지 KRX 금현물 ETN,"20,395",0,204,-
ARIRANG 코스피50,"21,960",-1.44,204,"10,026"
미래에셋 미디어엔터 Core5 ETN,"10,130",0,203,-
삼성중공우,"175,700",-1.18,202,608
KODEX 삼성전자채권혼합Wise,"10,065",-0.49,201,"10,716"
키움 인버스 미국달러선물 ETN,"10,060",-1.08,201,5
KBSTAR 글로벌4차산업IT(합성 H),"17,490",-1.69,201,248
KBSTAR 미국S&P원유생산기업(합성 H),"6,075",0.58,200,"44,699"
메리츠 블룸버그 인버스 2X WTI선물 ETN(H),"20,045",-0.62,200,406
신한 다우존스지수 선물 ETN(H),"20,030",-0.89,200,4
TRUE 인버스 2X 플래티넘 선물 ETN,"19,960",10.43,200,"1,562"
메리츠 인버스 2X 금 선물 ETN(H),"19,930",2.13,199,"10,528"
메리츠 인버스 국채3년 ETN,"9,935",0,199,-
메리츠 인버스 천연가스 선물 ETN(H),"19,855",-5.52,199,"25,253"
미래에셋 인버스 천연가스 선물 ETN(H),"19,650",-6.25,197,155
삼성 인버스 2X 항셍테크 ETN(H),"9,690",4.42,194,"137,049"
NPC우,"3,655",-1.22,193,"18,468"
비케이탑스,904,0,192,-
QV iSelect 글로벌 EMP ETN(H),"9,585",-0.73,192,2
QV 인버스 레버리지 금 선물 ETN(H),"19,065",0,191,-
메리츠 국채10년 ETN,"9,530",0,191,-
메리츠 인버스 2X 구리 선물 ETN(H),"19,035",3.76,190,68
QV 인버스 레버리지 구리 선물 ETN(H),"18,980",4.03,190,28
하나 인버스 2X 구리 선물 ETN(H),"18,870",3.68,189,101
신한 FnGuide 치킨 ETN,"9,415",-1.62,188,"42,563"
QV 레버리지 금 선물 ETN(H),"18,820",0,188,-
대신 밀 선물 ETN(H),"9,365",-3.95,187,"4,272"
신한 K200 USD 선물 바이셀 ETN,"9,355",-3.16,187,3
TIGER 우량가치,"11,305",-0.35,187,727
ACE 러시아MSCI(합성),"9,590",0,186,-
KBSTAR 200선물레버리지,"13,290",-3.06,186,"12,615"
넥센타이어1우B,"2,860",-0.87,186,324
메리츠 레버리지 금 선물 ETN(H),"18,435",-1.34,184,4
신한 레버리지 구리 선물 ETN,"18,380",-4.4,184,196
ACE 아시아TOP50S&P,"12,245",-0.73,184,"1,102"
TIGER 코스닥150선물인버스,"4,900",0,184,"284,808"
하이트진로2우B,"16,130",-1.04,182,998
LX하우시스우,"17,610",-0.51,182,410
미래에셋 Q150 Core5 ETN,"8,975",0,180,-
TIGER 미국나스닥100TR채권혼합Fn,"10,240",-0.29,179,"5,029"
KODEX 글로벌4차산업로보틱스(합성),"16,110",1.26,179,"6,710"
코오롱우,"16,450",-2.32,177,"4,076"
메리츠 미국 인플레이션 국채 ETN(H),"8,800",-0.85,176,2
KBSTAR 200선물인버스,"6,235",1.3,175,"11,863"
KODEX 보험,"7,895",1.61,174,"65,494"
KODEX 배당성장,"13,300",-0.67,173,"1,092"
QV 인버스 레버리지 WTI원유 선물 ETN(H),115,-4.17,173,"291,065"
KODEX 코스피100,"24,580",-1.03,172,"3,492"
KB 인버스 2X 나스닥 100 ETN,"8,535",3.58,171,"13,472"
일정실업,"14,170",-0.42,170,769
한진칼우,"31,600",-0.47,170,"2,048"
KODEX 게임산업,"8,460",-2.25,169,"12,229"
유유제약1우,"7,450",-0.8,169,"1,112"
삼양홀딩스우,"55,300",-0.36,168,100
TRUE 레버리지 구리 선물 ETN,"16,655",-3.76,167,3
KB 레버리지 항셍테크 선물 ETN(H) B,"16,640",-2.12,166,311
신한 인버스 2X 코스피 200 선물 ETN,"16,620",3.62,166,736
TRUE 레버리지 플래티넘 선물 ETN,"16,610",-8.33,166,600
티와이홀딩스우,"13,200",-2.65,166,"12,969"
삼성 인버스 2X 코스피200 선물 ETN,"16,520",2.77,165,"42,017"
대신 철광석 선물 ETN(H) B,"16,500",-3.14,165,63
KODEX 필수소비재,"7,500",-1.51,165,"1,670"
ARIRANG 미국다우존스고배당주(합성 H),"15,995",-0.12,165,"4,110"
TIGER 유로스탁스배당30,"11,720",-0.3,164,853
LX홀딩스1우,"11,180",0.63,164,"1,680"
대한제당우,"2,525",-1.37,164,"52,543"
미래에셋 코스피200 선물 ETN,"8,165",-1.15,163,102
KOSEF 미국달러선물레버리지,"11,915",2.32,163,"34,189"
삼성 인버스 2X 은 선물 ETN(H),"1,630",7.24,163,"53,592"
미래에셋 코스닥150 선물 ETN,"8,090",-1.64,162,2
메리츠 S&P 유럽탄소배출권 선물 ETN,"16,155",1.22,162,2
KODEX 200롱코스닥150숏선물,"10,090",-1.7,161,"16,534"
미래에셋 S&P 유럽탄소배출권 선물 ETN,"16,085",-0.22,161,15
메리츠 인버스 2X 국채30년 ETN,"16,070",1.36,161,100
신한 코스피 200 ETN,"8,025",-1.83,161,2
에이리츠,"3,590",-0.28,160,"2,748"
TIGER 차이나항셍테크레버리지(합성 H),"7,635",-5.1,160,"427,486"
KODEX 미국나스닥100(H),"9,940",-1.29,159,"25,575"
한화우,"33,100",-1.49,159,"1,344"
에셋플러스 코리아플랫폼액티브,"6,595",-0.45,158,"2,431"
ACE 코스닥150,"11,290",0.18,158,277
메리츠 S&P 유럽탄소배출권 선물 ETN(H),"15,700",0,157,-
TRUE S&P 유럽탄소배출권 선물 ETN(H),"15,680",0,157,-
QV 레버리지 구리 선물 ETN(H),"15,675",0,157,-
KODEX 미국S&P500(H),"9,735",-0.71,156,"10,200"
TIGER KRX2차전지K-뉴딜레버리지,"6,915",-2.95,156,"113,325"
마이티 다이나믹퀀트액티브,"10,800",-1.32,156,13
ARIRANG ESG성장주액티브,"7,400",-0.87,155,170
메리츠 인버스 2X KRX300 선물 ETN,"15,515",2.31,155,1
TRUE FTSE100 ETN,"15,510",0.29,155,1
신한 인버스 WTI원유 선물 ETN(H),"3,090",-0.16,155,"1,261"
신한 코스닥 150 ETN,"7,665",-1.6,153,2
KODEX MSCI KOREA ESG유니버설,"9,575",-1.24,153,15
HANARO Fn K-게임,"5,100",-2.3,153,"25,909"
TIGER 배당성장,"16,445",-0.51,153,"1,156"
KODEX 200가치저변동,"9,495",-1.35,152,969
신한 FnGuide 폐기물처리 ETN,"7,535",-0.26,151,2
TIGER 200 에너지화학,"15,345",-1.38,150,912
TIMEFOLIO 이노베이션액티브,"7,885",-0.76,150,919
ACE 친환경자동차밸류체인액티브,"9,960",0,149,"4,614"
TIGER MSCI KOREA ESG리더스,"8,580",-1.32,149,9
삼성 레버리지 구리 선물 ETN(H),"14,870",-5.59,149,"24,392"
KODEX 기계장비,"5,710",-0.44,148,"21,302"
KODEX 다우존스미국리츠(H),"11,840",-1.7,148,"4,000"
메리츠 미국레버리지 인플레이션국채ETN(H),"7,400",-1.46,148,5
미래에셋 인버스 미디어엔터 Core5 ETN,"14,800",0,148,-
FOCUS KRX300,"14,795",-1.33,148,1
메리츠 레버리지 구리 선물 ETN(H),"14,745",-5.72,147,318
신한 인버스 2X 구리 선물 ETN,"2,945",6.9,147,"90,634"
하나 레버리지 구리 선물 ETN(H),"14,635",-6.04,146,2
KODEX 미국나스닥100선물인버스(H),"12,510",1.21,144,"76,174"
TIGER 단기선진하이일드(합성 H),"11,970",-0.66,144,"1,964"
메리츠 인버스 2X 미국채10년 ETN(H),"14,355",1.16,144,870
KODEX Fn시스템반도체,"7,505",-1.31,143,"6,818"
KBSTAR 글로벌클린에너지S&P,"9,465",-0.32,142,"2,306"
TIGER K게임,"9,440",-3.28,142,"13,388"
KBSTAR 차이나HSCEI(H),"7,820",-1.32,141,"8,282"
ACE 미국다우존스리츠(합성 H),"78,090",-1.53,141,19
TIGER 글로벌자원생산기업(합성 H),"15,605",-1.45,140,889
미래에셋 레버리지 은 선물 ETN,"14,025",0,140,-
대신 인버스 2X 코스닥 150 선물 ETN,"14,020",2.34,140,"5,826"
KODEX 미국ETF산업Top10 Indxx,"11,195",0.18,140,287
하나 인버스 2X 코스닥150 선물 ETN,"13,970",-0.07,140,413
TRUE 인버스 2X 코스닥 150 선물 ETN,"13,960",-0.32,140,"1,163,957"
KOSEF 미국달러선물인버스2X,"6,000",-2.52,139,"10,432"
TIGER 미국달러선물레버리지,"12,630",2.52,139,"23,514"
QV 미국 IT TOP5 ETN(H),"19,810",-1.15,139,7
TRUE 인버스 플래티넘 선물 ETN,"13,850",5.32,139,402
KBSTAR 채권혼합,"57,675",-0.84,138,210
FOCUS ESG리더스,"9,815",-1.11,137,5
KODEX 3대농산물선물(H),"12,410",-2.21,138,"5,134"
TIGER 200 금융,"6,475",-0.54,137,"6,833"
삼성 인버스 2X HSCEI ETN(H),"13,700",1.67,137,541
메리츠 레버리지 미국채30년 ETN(H),"6,840",-2.15,137,"173,071"
KBSTAR V&S셀렉트밸류채권혼합,"11,350",-0.39,136,650
삼성 인버스 2X 구리 선물 ETN(H),"2,720",5.84,136,"93,420"
ARIRANG 선진국MSCI(합성 H),"10,445",-1.92,136,"17,273"
VITA MZ소비액티브,"7,980",-0.19,136,"64,235"
KODEX 운송,"5,020",-0.69,136,"25,139"
KBSTAR 글로벌메타버스Moorgate,"7,720",-0.06,135,572
대신 S&P 인버스 WTI원유 선물 ETN,"13,420",-0.3,134,2
KODEX 코스닥150롱코스피200숏선물,"8,940",1.88,134,144
신한 인버스 금 선물 ETN(H),"6,680",0.75,134,852
